,name,platform,release_date,summary,meta_score,user_review,release_year,P
644,Burnout Revenge,Xbox 360,"March 7, 2006","Burnout Revenge lets gamers rip through rush hour traffic and lay waste to scores of rubbernecking roadhogs in an over-the-top scene of vehicular mayhem. In addition to tricked out new race, crash and road rage modes, Burnout Revenge takes the series' blistering speed and spectacular destruction to dizzying new heights with an all-new Revenge mode, challenging gamers to battle the clock and unleash their frustrations on rush hour traffic. [Electronic Arts]",88.98713508164275,8.3,2006,Xbox 360
646,Final Fantasy XIV: Stormblood,PlayStation 4,"June 20, 2017","Dive into the next chapter of the Final Fantasy XIV Online with its next expansion pack - Stormblood. Explore vast, new lands, including Ala Mhigo, and challenge new Primal threats across Eorzea as you embark on hundreds of new quests as the Warrior of Light. FEATURES * Level cap increased from 60 -> 70 * New jobs, including red mage * New exploration with swimming and diving * New areas to explore * A new primal Lakshmi * New dungeons * New High-level Raid The Bend of Time Omega * New alliance raid Return to Ivalice * The Forbidden Land of Eureka * New gear and crafting recipes * A fourth residential district * Expanded item inventory and changes to the battle system",88.98515586343395,8.6,2017,PlayStation 4
660,Dead Space,Xbox 360,"October 13, 2008","In the bold and often-bloody Dead Space gamers step into a third-person sci-fi survival horror experience that delivers psychological thrills and gruesome action. Set in the cold blackness of deep space, the atmosphere is soaked with a feeling of tension, dread and sheer terror. In Dead Space, players step into the role of engineer Isaac Clarke – an ordinary man on a seemingly routine mission to fix the communications systems aboard a deep space mining ship. It is not long before Isaac awakes to a living nightmare when he learns that the ship's crew has been ravaged by a vicious alien infestation. He must fight through the dead silence and darkness of deep space to stay alive. [Electronic Arts]",88.98614547253835,8.8,2008,Xbox 360
664,XCOM: Enemy Unknown,PC,"October 8, 2012","Enemy Unknown couples tactical turn-based gameplay with action sequences and on-ground combat. Recruit, specialize and train unique soldiers and manage your personnel. Detect and interrupt the alien threat as you construct and expand your XCOM headquarters. Direct soldier squads in turn-based ground battles and deploy air units such as the Interceptor and Skyranger. The fight spreads around the world as the XCOM team engages in over 70 missions, communicating and negotiating with governments around the world.",88.98317664522514,8.2,2012,PC
676,Dark Souls: Artorias of the Abyss,Xbox 360,"October 23, 2012","The Dark Souls DLC, Artorias of the Abyss grants you access to new maps and environments, boss characters, enemies and non-playable characters, weapons and armour, and additional challenging content for stalwart heroes to face and an online match-making feature for co-op or player vs. player gameplay, allowing gamers to showcase their skills against other Dark Souls players around the world.",88.98317664522514,8.6,2012,Xbox 360
682,Dreams,PlayStation 4,"February 14, 2020","Dreams is the space you go to where you go to play and experience the dreams of Media Molecule and its community. It’s also a space in which to create your own dreams, whether they’re games, art, films, music or anything in-between and beyond. [Media Molecule]",88.98218703612073,8.7,2020,PlayStation 4
684,Deus Ex: Human Revolution,Xbox 360,"August 23, 2011","In Deus Ex: Human Revolution you play Adam Jensen, a security specialist, handpicked to oversee the defense of one of America's most experimental biotechnology firms. But when a black ops team breaks in and kills the scientists you were hired to protect, everything you thought you knew about your job changes. At a time when scientific advancements are routinely turning athletes, soldiers and spies into super-enhanced beings, someone is working very hard to ensure mankind's evolution follows a particular path. You need to discover why - because the decisions you take and the choices you make will be the only things that can determine mankind's future.",88.97624938149431,8.3,2011,Xbox 360
687,The Walking Dead: Episode 5 - No Time Left,Xbox 360,"November 21, 2012","The concluding episode of a five-part series set in Robert Kirkman’s zombie apocalypse. With time running out and the odds stacked against you, Clementine’s fate is in your hands. The culmination of your choices leads to the dramatic conclusion of this first season of The Walking Dead. Purchase of this DLC requires The Walking Dead - Episode 1: A New Day.",88.98317664522514,8.8,2012,Xbox 360
692,The Beatles: Rock Band,Xbox 360,"September 9, 2009","The game represents the first time fans will be able to experience The Beatles’ musical career for themselves. From the early touring days in 1963 Liverpool to the immortal, final performance on the Apple Corps rooftop, fans can follow in the band’s footsteps as they traverse the globe during the height of Beatlemania. Adding to the experience is the introduction of three-part vocal harmonies to game play, allowing gamers to revel in the unparalleled vocal stylings of the Fab Four. Beatles fans will also be thrilled to hear previously unreleased authentic voice recordings from John, Paul, George and Ringo chatting between takes during studio sessions recorded at Abbey Road more than four decades ago. The game begins during the band's earliest days at The Cavern Club in Liverpool, England. Gamers then travel across the Atlantic to experience the band's unforgettable 1964 performance on The Ed Sullivan Show, the sold-out concert at New York’s Shea Stadium in 1965, and conclude at The Beatles’ memorable concert at Budokan in Tokyo, Japan in 1966. The Beatles' studio years come to life in legendary Studio 2 at Abbey Road Studios. Highlighting the studio years are inspired artistic visual expressions known as Dreamscapes, intended to transport players to imaginative environments that capture the essence of The Beatles’ genre-busting musical and fashion transformations during their later years. The game follows The Beatles to 1969 where story mode culminates with their final performance on the rooftop of the Apple Corps Headquarters. The Beatles: Rock Band offers a new set of hardware representing the instruments made famous by John, Paul, George and Ringo. Featured in the set are the Rickenbacker 325 and Gretsch Duo Jet guitars - hailed as two of the celebrated, signature instruments played by John Lennon and George Harrison throughout their careers. Also included is a Höfner bass controller - a large-scale version of the bass famously used by Sir Paul McCartney. Rounding out the set is a Ringo Starr inspired, Ludwig-branded Rock Band 2 drum set with a classic pearl finish and vintage remake of a Beatles kick drum head. [MTV Games]",88.97921820880752,8.5,2009,Xbox 360
694,DiRT 2,PC,"December 8, 2009","(Also known as ""Colin McRae: DiRT 2"" in the UK/EU) DiRT 2 takes racing games to a new level with thrilling new race types, striking locations, big event atmosphere, and a peerless line-up of super-charged speed machines, each selected to deliver spectacular, fast-paced racing. Taking players on an exhilarating World Tour, DiRT 2 delivers over 100 stunning events, including aggressive, multi-vehicle races and intense solo challenges, set in the most diverse and demanding real-world environments. From the muddy tracks of the Malaysian rainforest to spectator-packed stadiums in London and Los Angeles, racers compete in contemporary off-road race disciplines covering Rallycross, Trailblazer, Raid, Landrush, and Rally. Embracing the culture and new heroes of modern off-road racing, DiRT 2 features an exciting line-up of the best new rally drivers - including the multi medal-winning Subaru Rally Team USA driver Ken Block alongside Travis Pastrana, Dave Mirra, and Tanner Faust, who help players build their racing career. [Codemasters]",88.97921820880752,8.2,2009,PC
695,Return of the Obra Dinn,PC,"October 18, 2018",Return of the Obra Dinn is a first-person mystery adventure based on exploration and logical deduction.,88.98515586343395,8.4,2018,PC
701,Tony Hawk's Pro Skater 1 + 2,PlayStation 4,"September 4, 2020","Drop back in with the most iconic skateboarding games ever made. Play Tony Hawk's Pro Skater & Tony Hawk's Pro Skater 2 in one epic collection, rebuilt from the ground up in incredible HD. All the pro skaters, levels and tricks are back and fully-remastered, plus more.",88.98218703612073,8.8,2020,PlayStation 4
713,NBA 2K11,Xbox 360,"October 5, 2010","It's the #1 selling and rated NBA series that everyone is playing - from the most elite NBA athletes and superstars to the local court gym rats. NBA 2K10 delivered on its promise to TAKE OVER, and NBA 2K11 will build on that momentum by dialing up all of its features - gameplay, AI, presentation, visuals, audio, online and more - to deliver what's expected to be the best basketball video game experience EVER.",88.97822859970312,8.3,2010,Xbox 360
715,Horizon Zero Dawn,PlayStation 4,"February 28, 2017","Horizon Zero Dawn is a PS4-exclusive action role playing game developed by Guerrilla Games, creators of the Killzone franchise. As Horizon Zero Dawn’s main protagonist Aloy, a skilled hunter, explore a vibrant and lush world inhabited by mysterious mechanized creatures. Embark on an emotional journey to unravel mysteries of tribal societies, ancient artifacts and advanced technologies that will determine the fate of this planet, and of life itself.",88.98515586343395,8.4,2017,PlayStation 4
720,Stardew Valley,PC,"February 26, 2016","Stardew Valley is an RPG-style farming game. It's up to you to choose your path... Will you devote your time to raising crops and caring for animals? Will you spend time in the local village, befriending the local townspeople? Do you get a kick out of slaying dreadful monsters in the mysterious mountain caverns? Or will you try to accomplish everything and claim the coveted title of Stardew Hero?",88.98812469074716,8.8,2016,PC
723,What Remains of Edith Finch,PC,"April 24, 2017",What Remains of Edith Finch is a collection of short stories about a cursed family in Washington State.,88.98515586343395,8.4,2017,PC
732,Asgard's Wrath,PC,"October 10, 2019",Unleash the wrath of the Gods in a mythical Norse adventure that can only unfold in VR. Forge your destiny as both a mortal hero and living god in an action role playing game of unworldly depth.,87.98515586343395,8.2,2019,PC
739,DUSK,PC,"December 10, 2018","Battle through an onslaught of mystical backwater cultists, possessed militants & even darker forces as you attempt to discover just what lurks beneath the Earth in this retro FPS inspired by the '90s legends.",87.98515586343395,8.3,2018,PC
748,Shadow Complex,Xbox 360,"August 19, 2009","[Xbox Live Arcade] From blockbuster developers Epic Games and Chair Entertainment comes the next evolution in Xbox LIVE Arcade games. Powered by the industry-leading Unreal Engine 3, Shadow Complex is the height of old-school side-scrolling design combined with modern, cutting-edge gameplay. In Shadow Complex, gameplay is centered on exploration and fast-paced combat as you gather game-altering power-ups and an arsenal of futuristic weapons to overcome obstacles, thwart legions of enemies, and delve into a mysterious open game world. The original single-player adventure is set in a compelling universe based upon the best-selling novel, Empire, by Orson Scott Card. This completely original game features full 3-D side-scrolling action. The incredible next-gen graphics and robust physics combine with an open, evolving world design mixed with an awesome, compelling action-thriller story. Seek out 17 unique game altering power-ups, with more than 100 additional items and modifiers to discover and use. Fight against a large variety of enemies and experience massive, jaw-dropping boss battles. Pick up and play: The super-tight controls are simple and intuitive but also allow advanced players additional depth and precision. Noted scriptwriter: Shadow Complex features a script written by Peter David, one of the most popular comic book writers of all time. It's the first game to be set in Chair's Empire universe and based upon the best-selling novel by Orson Scott Card. [Chair Entertainment]",87.97921820880752,8.7,2009,Xbox 360
754,What Remains of Edith Finch,PlayStation 4,"April 25, 2017","The game is a collection of short stories. Each of those stories focuses on the death of a different Finch family member and each is meant to look and feel different from the others, the way no two people in any family are alike. [Giant Sparrow]",87.98515586343395,8.3,2017,PlayStation 4
756,Sekiro: Shadows Die Twice,PC,"March 22, 2019","Your death won’t come easily. Enter the world of late 1500s Sengoku Japan; a brutal, bloody period of constant life-and-death conflict. As tensions rise, a compelling new story unfolds amongst the chaos. Introducing Sekiro: Shadows Die Twice, a dark and twisted new gameplay experience developed by the renowned team at FromSoftware and published by Activision. Directed by Hidetaka Miyazaki, Sekiro: Shadows Die Twice is a third-person, action-adventure game with RPG elements. The single-player game puts players in the protagonist role of a hard-hearted warrior whose mission is to rescue his master, a young lord, and exact revenge on his arch nemesis. As “Sekiro,” or the “one-armed wolf,” players discover the many ways to strategically approach combat and engage enemies. [Activision]",87.98515586343395,8.3,2019,PC
761,LIMBO,PC,"August 2, 2011","LIMBO, a black and white puzzle-platforming adventure, puts players in the role of a young boy traveling through an eerie and treacherous world in an attempt to discover the fate of his sister.",87.97624938149431,8.1,2011,PC
762,Crusader Kings II: The Old Gods,PC,"May 28, 2013","Crusader Kings II: The Old Gods lets players step into the boots of a pagan chieftain, approaching the brutal backstabbing world of Crusader Kings through invasion, adventure, and holy war.",87.98515586343395,8.8,2013,PC
763,Assassin's Creed: Brotherhood,PC,"March 22, 2011","The critically acclaimed single-player experience of Assassin's Creed is back and better than ever as Ezio returns in an epic struggle against the powerful Templar Order. Now a legendary Master Assassin, he must journey into Italy's greatest city, Rome, center of power, greed and corruption to strike at the heart of the enemy. Defeating the corrupt tyrants entrenched there will require not only strength, but leadership, as Ezio commands an entire Brotherhood that will rally to his side. Only by working together can the Assassins defeat their mortal enemies.",87.97624938149431,8.3,2011,PC
783,NHL 10,Xbox 360,"September 15, 2009","The NHL franchise that has won 19 sports game of the year awards over the past two years begins a new era with gameplay innovations that promise to deliver a new standard of toughness, the emotion of playoff hockey on the ice and in the arena, and over 200 gameplay refinements that replicate the skill and finesse that every fan sees throughout the NHL playoffs. A new first-person fighting engine enables players to trade punches with an NHL tough guy. Feel what its like to be on the ice in the skates of an NHL player to throw and dodge punches. Grab and tug an opponent's jersey to land a punch that ignites the fans and sparks your team to victory. Challenge a skill player and an opposing team tough guy will step in to settle the score. On ice toughness and intimidation is taken to a new level in NHL 10 where winning one-on-one battles for possession of the puck along the boards becomes a test of will and skill. Utilizing an all-new board physics engine, players can use their body to shield the puck on the boards and then kick-pass it to teammates. Bigger, stronger players pin opponents to the boards while fanatical fans bang on the glass, just like real life. Fore-check defenders, pressure the puck and finish checks to intimidate your opponent into mistakes. Players fatigue, bobble passes, and avoid collisions under threat of constant physical pressure. Inspire teammates, ignite the fans and change the momentum of a game by instigating scrums, drawing penalties, and mixing it up - all after the referee blows the whistle! [Electronic Arts]",87.97921820880752,8.3,2009,Xbox 360
784,BioShock 2,Xbox 360,"February 9, 2010","Set approximately 10 years after the events of the original BioShock, the halls of Rapture once again echo with sins of the past. Along the Atlantic coastline, a monster has been snatching little girls and bringing them back to the undersea city of Rapture. You are the very first Big Daddy as you travel through the decrepit and beautiful fallen city, chasing an unseen foe in search of answers and your own survival. Multiplayer in BioShock 2 provides a rich prequel experience that expands the BioShock gameplay. Set during the fall of Rapture, players assume the role of Plasmid test subject in the underwater city that was first explored in the original BioShock. Players will need to use all the elements of the game's toolset to survive as the full depth of the BioShock experience is refined and transformed into a unique multiplayer experience that can only be found in Rapture. [2K Games]",87.97822859970312,8.3,2010,Xbox 360
785,Kerbal Space Program,PC,"April 27, 2015","In Kerbal Space Program you have to build a space-worthy ship, capable of flying its crew out into space without killing any of them. At your disposal is a collection of parts, which must be assembled to create a functional craft. Each part has its own function and will affect the way a ship flies (or does not). So strap yourself in, and get ready to try some Rocket Science.",87.97921820880752,8.2,2015,PC
790,NHL 09,Xbox 360,"September 9, 2008","NHL 09 builds on the momentum of last year, with innovative controls, added depth and new features designed to help newcomers jump into the series. The Skill Stick System evolves to bring an unparalleled level of control to the defensive side of the puck. The all new Defensive Skill Stick gives you the ability to sweep your stick to block passing lanes and lift an opponent's stick to prevent one-timers. Take your game online with 6 vs.6 team play, where 12 people can play together on 12 different consoles around the world. With new teams from the Russian, Czech Republic and German Elite leagues, NHL 09 connects hockey fans around the globe like never before. Players new to the series can now shoot, pass and check with ease. NHL 09 features Be A Pro, a game mode that puts you on the ice with a dynamic new 3rd person camera that allows you to play the role of one player. With a performance tracker grading your progress in more than 50 categories, you know exactly where you need to improve to become the next NHL superstar. [Electronic Arts]",87.98614547253835,8.3,2008,Xbox 360
793,NieR: Automata,PlayStation 4,"March 7, 2017","NieR Producer Yosuke Saito, director Taro Yoko and composer Keiichi Okabe return, teaming up with character designer Akihiko Yoshida and PlatinumGames to present the next entry in the saga – NieR: Automata.",87.98515586343395,8.9,2017,PlayStation 4
802,Ori and the Will of the Wisps,PC,"March 11, 2020","The little spirit Ori is no stranger to peril, but when a fateful flight puts the owlet Ku in harm’s way, it will take more than bravery to bring a family back together, heal a broken land, and discover Ori’s true destiny. From the creators of the acclaimed action-platformer Ori and the Blind Forest comes the highly anticipated sequel. Embark on an all-new adventure in a vast world filled with new friends and foes that come to life in stunning, hand-painted artwork. Set to a fully orchestrated original score, Ori and the Will of the Wisps continues the Moon Studios tradition of tightly crafted platforming action and deeply emotional storytelling.",87.98218703612073,8.7,2020,PC
804,Tom Clancy's Rainbow Six Vegas,Xbox 360,"November 20, 2006","The stakes are high when the world's most elite counter-terrorism unit enters Las Vegas, where over 36.7 million men, women and children visit each year. ""Sin City,"" the home of the famous Las Vegas Strip, flashy hotels, high-rolling casinos and world-famous celebrities, becomes the setting for a terrorist threat of global proportions. What happens when one of the world's most famous cities is held hostage by terrorists? [Ubisoft]",87.98713508164275,8.2,2006,Xbox 360
815,Far Cry 3,PC,"December 4, 2012","With Far Cry 3, players step into the shoes of Jason Brody, a man alone at the edge of the world, stranded on a mysterious tropical island. In this savage paradise where lawlessness and violence are the only sure thing, players dictate how the story unfolds, from the battles they choose to fight to the allies or enemies they make along the way. As Jason Brody, players will slash, sneak, detonate and shoot their way across the island in a world that has lost all sense of right and wrong.",87.98317664522514,8.4,2012,PC
821,The Secret of Monkey Island: Special Edition,Xbox 360,"July 15, 2009","[Xbox Live Arcade] Pirates! Adventure! Monkeys! Relive the hilarious swashbuckling misadventures of the wannabe pirate Guybrush Threepwood as he attempts to become the most infamous pirate in the Caribbean! Back by popular demand, The Secret of Monkey Island: Special Edition faithfully re-imagines the internationally-acclaimed classic pirate adventure game from LucasArts in gorgeous HD detail. Featuring an all new re-imagined contemporary art style, hand-drawn and presented in 1080p, complete voice over by members of the original Monkey Island - franchise cast, a re-mastered musical score using live instruments, plus scene-for scene-hot swap to seamlessly transition between Special Edition and Classic modes at anytime. Embark on a bumbling misadventure in an attempt to become the most infamous pirate in the Caribbean, win the heart of the beautiful governor, Elaine Marley, and confront the evil ghost pirate, LeChuck! The game is all-new and re-imagined with a contemporary art style, hand-drawn and presented in 1080p. Complete voice over using original Monkey Island franchise cast members brings the story and characters to life like never before. Enjoy the re-mastered and re-recorded musical score using live instruments. Scene-for-scene hot swap lets you seamlessly transition between Special Edition and Classic modes at anytime during gameplay. The all-new intuitive game interface and controls provide a more interactive gameplay experience. Hint system: Not sure what to do next? The in-game puzzle hint system keeps the puzzles fresh and fun. [LucasArts]",87.97921820880752,8.4,2009,Xbox 360
826,Battlefield: Bad Company 2,Xbox 360,"March 2, 2010","In this installment, the Bad Company crew again find themselves in the heart of the action, where they must use every weapon and vehicle at their disposal to survive. In Battlefield: Bad Company 2, the 'B' company fight their way through snowy mountaintops, dense jungles and dusty villages. With a heavy arsenal of deadly weapons and a slew of vehicles to aid them, the crew set off on their mission and they are ready to blow up, shoot down, blast through, wipe out and utterly destroy anything that gets in their way. Total destruction is the name of the game, delivered as only the DICE next generation Frostbite engine can. [Electronic Arts]",87.97822859970312,8.6,2010,Xbox 360
828,Torchlight II,PC,"September 20, 2012","Beyond the town of Torchlight lies a world shrouded in adventure and mystery. Guardian-warrior Syl appears in a prophetic dream, summoning the player to the Estherian Steppes. There, you meet with the Destroyer and soon venture across the continent of Vilderan, an exotic frontier besieged by forces of evil. A discovery unfolds, that the Alchemist, following his conquest of dark ember, disappeared on his quest to defeat the unknown corrupted force responsible for destroying the mystical race of Estherians. Aided by Syl, the remaining Estherian Guardians, and clues left behind by the missing Alchemist, you will find yourself battling a powerful enemy that threatens to unravel the elements of the entire world. Torchlight 2.",87.98317664522514,8.5,2012,PC
834,Cuphead,PC,"September 29, 2017","Cuphead is a classic run and gun action game primarily focused on boss battles. Inspired by the cartoons of the 1930s, the visuals and audio are carefully created with the same techniques of the era, i.e. traditional cel animation (hand drawn & hand inked), watercolor backgrounds, and original jazz recordings. Play as Cuphead or Mugman (in single player or co-op) as you traverse strange worlds, acquire new weapons, learn powerful super moves, and discover hidden secrets. [Studio MDHR]",87.98515586343395,8.3,2017,PC
851,Pinball FX 2,Xbox 360,"October 27, 2010","Pinball FX is back, and it’s better than ever! Pinball FX 2 offers improved graphics and a host of new features for novices and experts alike: a new state-of-the-art physics model that surpasses anything available so far, Operators Menu with custom settings and advanced play info, automatic in-game challenges against your friends, and split-screen local multiplayer mode-a first in video pinball history! Pinball FX 2 also offers full backward compatibility for Pinball FX owners-download Pinball FX 2 free and play all your Pinball FX tables within Pinball FX 2!",87.97822859970312,8.2,2010,Xbox 360
864,Ori and the Blind Forest: Definitive Edition,PC,"April 27, 2016","Ori and the Blind Forest: Definitive Edition delivers a multitude of new areas, difficulty options, and gameplay upgrades that should appeal to both new and seasoned Ori players.",87.98812469074716,8.7,2016,PC
870,The Witcher 2: Assassins of Kings,Xbox 360,"April 17, 2012","The second installment in the RPG saga about the Witcher, Geralt of Rivia, features a thoroughly engrossing, mature storyline defining new standards for thought-provoking, non-linear game narration. In addition to an epic story, the game features an original, brutal combat system that uniquely combines tactical elements with dynamic action. A new, modern game engine, responsible for beautiful visuals and sophisticated game mechanics puts players in the most lively and believable world ever created in an RPG game. A captivating story, dynamic combat system, beautiful graphics, and everything else that made the original Witcher such a great game are now executed in a much more advanced and sophisticated way.",87.98317664522514,8.4,2012,Xbox 360
871,It Takes Two,PC,"March 26, 2021","From Hazelight comes It Takes Two an innovative co-op adventure where uniquely varied gameplay and emotional storytelling intertwine in a fantastical journey. Founded to push the creative boundaries of what's possible in games, Hazelight is the award-winning studio behind the critically acclaimed A Way Out and Brothers: A Tale of Two Sons. Something out of the ordinary Bring your favorite co-op partner and together step into the shoes of May and Cody. As the couple is going through a divorce, through unknown means their minds are transported into two dolls which their daughter, Rose, made to represent them. Now they must reluctantly find a way to get back into their bodies, a quest which takes them through the most wild, unexpected and fantastical journey imaginable.",87.99604156358238,9.0,2021,PC
877,The Walking Dead: Episode 3 - Long Road Ahead,Xbox 360,"August 29, 2012",Episode 3 of a 5-part game series set in Robert Kirkman’s universe. Treachery within the group leads to a devastating series of events. Will the tough choices you made in episodes one and two come back to haunt you or prove to be worthwhile decisions?,87.98317664522514,8.3,2012,Xbox 360
878,Medieval II: Total War,PC,"November 13, 2006","Medieval 2: Total War boasts an impressive array of new graphical and gameplay enhancements, including the capability for a massive 10,000 dynamic characters to be taken into battle at any one time. On top of this, The Creative Assembly have implemented a fully redesigned multiplayer mode that offers a dynamic multi-battle campaign bolstered by an unprecedented level of visceral combat choreography that reflects the brutality of medieval warfare. Set in the most turbulent and bloody era in European history, Medieval 2: Total War allows gamers to lead their armies across the battlefields of Europe and the Holy Land before discovering the Americas and doing battle with the fearsome Aztecs. Medieval 2: Total War offers a vastly enhanced terrain model to create new graphically rich environments portraying breathtaking cliff top castles and enhanced settlement features that are unique to each civilisation. [Sega]",87.98713508164275,9.0,2006,PC
882,Devil May Cry 5,PlayStation 4,"March 8, 2019","The story is set several years after Devil May Cry 4. Legendary DMC action returns, made all the more stylish by the power modern gaming has to offer. Behold stunning visuals built upon the technology that brought you Resident Evil 7 biohazard. High framerate graphics and flexible design give our creators what they need to offer fans the latest and greatest DMC experience.",87.98515586343395,8.4,2019,PlayStation 4
889,The Stanley Parable,PC,"October 17, 2013","The Stanley Parable HD Remix is an updated version of the Half-Life 2 mod The Stanley Parable. It is a first person exploration game. You will play as Stanley, and you will not play as Stanley. You will follow a story, you will not follow a story. You will have a choice, you will have no choice. The game will end, the game will never end. [Steam]",87.98515586343395,8.1,2013,PC
894,BioShock 2,PC,"February 9, 2010","Set approximately 10 years after the events of the original BioShock, the halls of Rapture once again echo with sins of the past. Along the Atlantic coastline, a monster has been snatching little girls and bringing them back to the undersea city of Rapture. You are the very first Big Daddy as you travel through the decrepit and beautiful fallen city, chasing an unseen foe in search of answers and your own survival. Multiplayer in BioShock 2 provides a rich prequel experience that expands the BioShock gameplay. Set during the fall of Rapture, players assume the role of Plasmid test subject in the underwater city that was first explored in the original BioShock. Players will need to use all the elements of the game's toolset to survive as the full depth of the BioShock experience is refined and transformed into a unique multiplayer experience that can only be found in Rapture. [2K Games]",87.97822859970312,8.1,2010,PC
900,Starcraft II: Legacy of the Void,PC,"November 10, 2015","StarCraft II continues the epic saga of the Protoss, Terran, and Zerg. These three distinct and powerful races clash once again in the fast-paced real-time strategy sequel to the legendary original, StarCraft. Legions of veteran, upgraded, and brand-new unit types do battle across the galaxy, as each faction struggles for survival. Featuring a unique single-player campaign that picks up where StarCraft: Brood War left off, StarCraft II presents a cast of new heroes and familiar faces in an edgy sci-fi story filled with adventure and intrigue. In addition, Blizzard again offers unparalleled online play through Battle.net, the company's world-renowned gaming service, with several enhancements and new features to make StarCraft II the ultimate competitive real-time strategy game. Features fast-paced, hard-hitting, tightly balanced competitive real-time strategy gameplay that recaptures and improves on the magic of the original game. New units and gameplay mechanics further distinguish each race. Vibrant new 3D-graphics engine with support for dazzling visual effects and massive unit and army sizes. Full map-making and scripting tools to give players incredible freedom in customizing and personalizing their gameplay experience. [Blizzard]",87.97921820880752,8.4,2015,PC
926,DOOM Eternal,PC,"March 20, 2020","DOOM Eternal is the direct sequel to 2016's DOOM. Developed by id Software, DOOM Eternal delivers the ultimate combination of speed and power, along with the next leap in push-forward, first-person combat. As the DOOM Slayer, you’ll return to take your vengeance against the forces of Hell. Set to an all-new pulse-pounding soundtrack composed by Mick Gordon, you fight across dimensions as you slay new and classic demons with powerful new weapons and abilities. [Bethesda]",87.98218703612073,8.8,2020,PC
940,The Talos Principle: Deluxe Edition,PlayStation 4,"October 13, 2015","In The Talos Principle, players assume the role of a sentient artificial intelligence placed within a simulation of humanity?s greatest ruins and linked together through an arcane cathedral. Players are tasked with solving a series of increasingly complex puzzles woven into a metaphysical parable about intelligence and meaning in an inevitably doomed world.",87.97921820880752,8.2,2015,PlayStation 4
942,Celeste,PC,"January 25, 2018","Help Madeline survive her journey to the top of Celeste Mountain in this super-tight, hand-crafted platformer from the creators of TowerFall.",87.98515586343395,8.3,2018,PC
945,Ori and the Blind Forest,PC,"March 11, 2015","Ori and the Blind Forest is a bit of a genremix – It’s a ‘Metroidvania‘, but with a stronger platforming focus and light RPG elements, all set within an atmospheric world.",87.97921820880752,8.7,2015,PC
953,Nioh,PlayStation 4,"February 7, 2017","Take up your sword and travel to Japans blood-bathed Sengoku period an era ravaged by warring states and dark, malevolent forces and cut a violent path through the land as the masterless samurai, William. Cross blades in brutal hand-to-hand combat, wielding swords, axes, spears and even war hammers against foes both human and demon. Endure the vicious encounters and learn from your mistakes: each death will bring you resurrection and each resurrection a greater resolve to overcome your foes.",87.98515586343395,8.3,2017,PlayStation 4
962,The Witcher 2: Assassins of Kings,PC,"May 17, 2011",The Witcher 2 is the sequel to developer CD Projekt's mature-themed fantasy role-playing game based on the works of author Andrzej Sapkowski.,87.97624938149431,8.5,2011,PC
966,Plants vs. Zombies,PC,"May 5, 2009","Zombies are invading your home, and the only defense is your arsenal of plants! Armed with an alien nursery-worth of zombie-zapping plants like peashooters and cherry bombs, you'll need to think fast and plant faster to stop dozens of types of zombies dead in their tracks. Obstacles like a setting sun, creeping fog and a swimming pool add to the challenge, and with five game modes to dig into, the fun never dies! [Steam]",86.97921820880752,8.8,2009,PC
971,Subnautica,PC,"January 23, 2018","Descend into the depths of an alien underwater world filled with resources, creatures, wonder and threats. Craft equipment and submarines to explore lush coral reefs, volcanoes, cave systems, and more - All while attempting to survive.",86.98515586343395,8.5,2018,PC
977,Super Meat Boy,PC,"November 30, 2010","Super Meat Boy is a tough as nails platformer where you play as an animated cube of meat who's trying to save his girlfriend (who happens to be made of bandages) from an evil fetus in a jar wearing a tux. Our meaty hero will leap from walls, over seas of buzz saws, through crumbling caves and pools of old needles. Sacrificing his own well being to save his damsel in distress. Super Meat Boy brings the old school difficulty of classic NES titles like Mega Man 2, Ghost and Goblins and Super Mario Bros. 2 (The Japanese one) and stream lines them down to the essential no BS straight forward twitch reflex platforming. Ramping up in difficulty from hard to soul crushing SMB will drag Meat boy though haunted hospitals, salt factories and even hell itself. And if 300+ single player levels weren't enough SMB also throws in epic boss fights, a level editor and tons of unlock able secrets, warp zones and hidden characters.",86.97822859970312,8.2,2010,PC
980,Football Manager 2010,PC,"November 3, 2009","Improved Match Engine - improved AI, over 100 new animations in 3D mode, new stadiums and crowds, improved pitch degradations and better lighting make for the most immersive pitch-side experience ever. Match Analysis - a match analysis tool that shows you where shots, passes, crosses, headers, tackles, fouls and interceptions have been made on the field for both teams. See this analysis both live in game, and post match, allowing you to pinpoint the weaknesses and strengths of both your team and your opponents. New User Interface - a completely new vibrant look and feel to the game, plus a navigational overhaul. The side menu is replaced by an intuitive tab system, based on extensive consumer feedback and usability studies, which allows you to access all areas of FM 2010 quickly and easily. Tactical Overhaul - a new tactics module makes it much easier to make your team play as you want them to. There are thousands of possible pre-set options and touchline ""shout"" instructions for making instant changes to your teams playing style. Don't worry; the old system is still there for people who love their sliders. News Center - a subscription based newspaper. Get the news about the football world around you that you want, and not the news you don't want. New Data Editor - including a brand new Competition Editor allowing you to add competitions and extra levels for leagues currently in the game, and add completely new competitions and leagues all via a very simple to use editor. Plus, the new editor allows you to keep your game up to date more easily than ever before. [Sega]",86.97921820880752,8.8,2009,PC
